,pc0,pc1,type_rice
1332,2.208544000819629,-0.7514558980787487,Cammeo
655,1.3373790445350304,-0.07843919610402006,Cammeo
1125,1.939797251341691,0.2578670224202099,Cammeo
1795,-1.2523655896448922,-0.783437571407211,Osmancik
2889,-2.7749206294252464,-0.6322195608612431,Osmancik
615,2.1486695371087885,-0.009798561663600545,Cammeo
2217,-2.8868818220511994,0.5414056733489757,Osmancik
2590,-2.478408699772944,1.2141920525305503,Osmancik
2800,-2.4161419092315564,0.4944263759851868,Osmancik
1567,2.0828183102516187,-1.5774030080259203,Cammeo
1516,0.5960416491078412,-0.29215358426203114,Cammeo
2288,-3.920221051175357,-2.560587369782856,Osmancik
100,3.021959982586772,0.3479753016829084,Cammeo
1758,-2.1480722290374805,0.07811490880644717,Osmancik
1204,1.512474062277306,1.6437028757356402,Cammeo
1457,2.171534773176821,0.31016186738499346,Cammeo
3632,0.9206990584766782,1.006436671523291,Osmancik
680,3.2229315464137858,0.27357391649094076,Cammeo
1189,1.5379311827033018,-0.9160900227519364,Cammeo
2265,-1.5371424862459595,-0.541424454293557,Osmancik
364,1.4410421550584713,-0.35195716456355175,Cammeo
3272,-1.833473775918379,1.7093124408344715,Osmancik
255,2.92974880381468,-0.7637016508258557,Cammeo
2688,-0.739775328640279,-0.58919654907458,Osmancik
1520,2.08659564964655,-0.1853773789047337,Cammeo
3254,-2.168543372419637,1.131581793435695,Osmancik
891,0.8295239544695627,-0.5778680262673883,Cammeo
896,-1.1514353997467794,-1.4841576637192575,Cammeo
1646,-1.2545899458120184,2.408195557760965,Osmancik
1837,-0.3769007800204872,0.793510118829708,Osmancik
508,0.4810635772148705,-0.958227802190375,Cammeo
2586,-2.8848140826016846,0.08055377737652283,Osmancik
2169,-0.5463728002906552,0.39235888970673477,Osmancik
634,2.3173965165878494,0.3181585496351421,Cammeo
3224,-0.22471558037980827,1.067257156827082,Osmancik
3198,-1.1460590700193798,-0.021034506521624363,Osmancik
3159,-2.598426969023158,0.3259867889188321,Osmancik
3294,2.2801927853802986,0.8644303516254871,Osmancik
53,3.4348886253798083,-1.1303821818986306,Cammeo
1188,4.733039093754135,1.8825579833722224,Cammeo
2583,-3.3099670511773978,-2.074575311018014,Osmancik
3418,-1.765468998979728,-1.4173031910225709,Osmancik
351,2.6095607355670185,0.9260810701201578,Cammeo
1224,3.933009760791748,2.639687657438375,Cammeo
2183,-2.629764982649397,3.2796788472897807,Osmancik
1455,1.0522191014728428,-0.6674717568519342,Cammeo
3579,-2.722977742543597,1.1844696441127094,Osmancik
1746,0.7862124666014905,-0.6416099673922291,Osmancik
903,1.915829775071007,-0.9343041354149704,Cammeo
1749,0.7895669764618459,0.6255775126787863,Osmancik
248,1.3424536021650133,-1.2623061485845524,Cammeo
3585,-0.8944670537105227,-0.8598785682542062,Osmancik
2263,-2.9581274221323026,0.8615608659847256,Osmancik
2018,-0.5991941754330103,-0.9816178984663025,Osmancik
2365,-1.7664049844427692,1.1346883900157212,Osmancik
4,2.802213352986351,-0.5135499918915671,Cammeo
961,2.433916378952899,-0.04253867662028058,Cammeo
3045,-3.0597246377497784,-1.073089543178047,Osmancik
323,2.284720021815243,1.863368381887409,Cammeo
2416,-3.3571863739907357,-0.05072173134602538,Osmancik
1030,1.4715421294896291,0.1637859786509995,Cammeo
2480,-2.0320435805872763,-1.183305439812436,Osmancik
2868,-0.8594894556381866,0.3576216245264457,Osmancik
1287,3.1408081699366717,-1.4888771282081528,Cammeo
453,2.4855102371470155,-0.14378773519975627,Cammeo
477,-0.09719758891343658,-1.8696237655692869,Cammeo
411,-0.5307345088955341,-1.2318457214632037,Cammeo
923,1.9168837862017258,-0.8067347264593491,Cammeo
232,1.4843804056866445,1.0460932385885398,Cammeo
3129,-1.733940161296629,1.3591751631589921,Osmancik
839,1.8819031151806012,-1.27238531528652,Cammeo
2621,-0.5092786911466506,-0.5415295115045632,Osmancik
21,2.11923647280396,0.0769777047559771,Cammeo
2507,-3.498337982887156,-1.235069876149606,Osmancik
2006,-2.374725904958716,-1.109253048610861,Osmancik
3088,-1.3346203551258906,-2.7678464509870224,Osmancik
962,2.7042060951990283,-2.2531066500995784,Cammeo
3077,-2.5533701353234783,-2.922356848188825,Osmancik
519,2.700306741608652,0.12759193446709263,Cammeo
84,0.5459374939020999,-2.0959464468007707,Cammeo
1442,0.9552144700374546,-1.5485169837965247,Cammeo
2070,-2.9669663634987264,-0.19469662774966898,Osmancik
484,2.4337003128833024,-0.7477033541598268,Cammeo
3035,-0.78058145976712,1.6954935665072224,Osmancik
3023,0.02769833197821209,1.5539870752223806,Osmancik
175,3.0789147073214402,-0.09881783729759622,Cammeo
1254,0.9190239269051858,-0.856973061635858,Cammeo
1742,-0.7097904898087419,1.379371145003097,Osmancik
830,1.251349463542172,-0.12904216065494747,Cammeo
3086,-0.35812318594914394,0.2254463238499712,Osmancik
2691,0.2922725144583422,4.384382220474438,Osmancik
1919,-1.3379231895011245,-0.4215558081878123,Osmancik
901,1.8493340324600753,-0.7675102099929572,Cammeo
1147,2.137132747577174,-1.5251055235454953,Cammeo
3193,-2.050312983107615,-0.7793490642421406,Osmancik
1396,3.264200946146977,1.2318375121886747,Cammeo
1951,-2.3044014667684456,-0.6519016373255504,Osmancik
3157,-1.494852452304805,-1.6302532660119446,Osmancik
3469,0.7915727628643997,0.17692070483626515,Osmancik
2579,-1.4164759799098918,0.34081025000548165,Osmancik
1169,-0.788360233303394,-0.41573825898187533,Cammeo
392,0.3625334073660288,-0.4434318498367451,Cammeo
2140,-2.3247324028498766,0.019849059231452266,Osmancik
3054,-1.5656213729749784,1.0419110618122585,Osmancik
751,-0.26787382138528604,0.053745609137937876,Cammeo
3591,-3.0195545108028585,0.6556338067384756,Osmancik
2624,-2.547471114037379,-0.3465555726703204,Osmancik
1118,3.2885163879761707,-0.18142862949657387,Cammeo
1472,2.7473416970701914,-0.42614303400330616,Cammeo
1774,-2.8092147559602685,-0.1596315657352735,Osmancik
972,0.7002542268537771,-0.7306424470353476,Cammeo
2511,-2.422190210891297,-1.3250541235085167,Osmancik
2395,-0.26749735090802484,-0.22891121844699025,Osmancik
2904,-0.899999791292999,-1.5942613926164055,Osmancik
1663,0.17007081825886067,1.4052627167762266,Osmancik
1001,0.3562574989117609,-0.5402405030389438,Cammeo
214,1.5259132525715806,1.6843569319209177,Cammeo
3358,-4.322490062228949,-1.1079585486289008,Osmancik
1393,2.5685920711059578,0.09599959680453621,Cammeo
373,2.389678642905966,0.9137832951194571,Cammeo
3742,0.20041646988130868,1.8697056147209488,Osmancik
2773,-1.3996079648414377,0.5337569199285477,Osmancik
3112,-2.036981287691604,-0.3787284172496091,Osmancik
2973,-1.8811741621355254,0.7847096702866498,Osmancik
1599,3.376695462522482,1.4566410410562114,Cammeo
1669,2.4019320662396186,0.41652664687040625,Osmancik
3799,-1.3066442967663625,0.6857400827903734,Osmancik
1701,-1.4385782033558845,0.5755577848388106,Osmancik
1019,0.6661537743941112,-0.27099213120858506,Cammeo
795,-1.678440641885817,-1.6043743507326584,Cammeo
3551,-2.3325141017505993,0.33922945254544845,Osmancik
1056,1.780647420845272,-0.9902372482087706,Cammeo
163,2.6582678863191314,-0.5151540181688418,Cammeo
737,2.1183961458445912,-0.9581785888145584,Cammeo
3803,-1.7989986611533197,1.0579648627927491,Osmancik
488,1.624100874814927,-0.29416885071719745,Cammeo
3097,-0.08793789234987924,0.16700923189888447,Osmancik
557,0.30821155979310966,-1.0330654199459814,Cammeo
1577,1.9234885966296298,-0.06870870037457864,Cammeo
767,0.40490026179320204,-0.0003145345374476427,Cammeo
2052,-0.885248269577283,-1.0576227615977845,Osmancik
1611,1.9582617243598706,-0.46155472494385974,Cammeo
744,1.8098778991796873,-1.5075988032956604,Cammeo
3339,-1.2784072916939928,-0.07955087427329693,Osmancik
2053,-1.10625777448829,0.5006889798430126,Osmancik
1858,-1.657866088519672,-0.598813969443131,Osmancik
3629,-3.835328430268053,-1.2516605258861764,Osmancik
2378,-1.577665149104786,1.8320043392595042,Osmancik
2250,-1.143596164288699,-0.6572220924590026,Osmancik
2001,-2.342905964504209,-0.1480359426315357,Osmancik
2607,-1.1269692237401963,-0.7992228340914296,Osmancik
157,1.5963757836775176,-0.3939474431172527,Cammeo
3366,-1.5118945782195614,2.691436406139365,Osmancik
32,3.629692005981538,2.1627633747878985,Cammeo
487,2.26218345495271,-0.8444203778512641,Cammeo
1625,3.9312455452274113,0.376446776835985,Cammeo
1971,-5.0107143284539415,-1.7643248298698255,Osmancik
241,1.9876853891870476,0.275517188758975,Cammeo
2604,-1.163018299136818,-1.2207596274778987,Osmancik
700,1.7067548005217879,-0.4171121797075301,Cammeo
3597,-1.2268061974098206,1.1122880906370411,Osmancik
1298,-0.03277971674899048,-0.6658249003199281,Cammeo
1002,0.1998770420534506,-1.351788124046671,Cammeo
1171,1.6909715223229582,-0.420859040046128,Cammeo
2143,0.2982443338631407,2.4476643702988734,Osmancik
22,1.081644160816737,-0.5545052296179259,Cammeo
1309,4.005679733328342,0.8887921879546024,Cammeo
1677,-0.6695433228519952,1.4454530190638288,Osmancik
2597,-1.9874059113191223,-0.923768778869766,Osmancik
3444,-0.4440907177061445,2.6169780540407994,Osmancik
1636,-0.7086090651298755,-0.12909178889071818,Osmancik
253,2.060561478506596,0.9441238227813276,Cammeo
1864,-2.4066084802128414,0.06350302232035979,Osmancik
2600,-1.5714958788113977,0.12654357820649956,Osmancik
2557,-0.3908379178425152,0.4567309430389512,Osmancik
2528,-0.8894777259308713,0.09179935128416346,Osmancik
3167,-2.6407616679369714,-1.2547702662082796,Osmancik
989,4.67407686672928,0.21415339274945525,Cammeo
3760,-2.5060156666462383,0.8491999625320553,Osmancik
3716,0.6574783987970768,1.115473415227562,Osmancik
1839,-2.2917193918533507,-0.009367522140790738,Osmancik
2902,-0.19486050772454505,-1.380679749528233,Osmancik
2057,-2.656647900409578,-1.0122850317057823,Osmancik
1827,-2.0723976374747264,1.6138959219258053,Osmancik
2126,-2.54424895921259,1.0211431622922087,Osmancik
2424,0.06419161995856526,-0.3302218182523278,Osmancik
666,2.269257321316107,0.14552065946479184,Cammeo
2319,-1.9553096851309024,0.01324185685846429,Osmancik
995,-0.020644388860186987,0.9660876016083314,Cammeo
1594,2.204339898361807,0.18649722854719175,Cammeo
2521,-2.8134935292664403,2.137449036415168,Osmancik
2815,-1.1515163432371815,0.8586423867658528,Osmancik
1013,3.9582366793316512,0.8882823182555015,Cammeo
2276,-0.1744722273072047,0.11021468802772441,Osmancik
193,1.6160259321355566,-1.3125143504420136,Cammeo
1466,2.284672829150035,-0.25150733570245676,Cammeo
602,1.764971995865728,-0.6577306607282708,Cammeo
2286,-1.5486657065250728,1.4304049254263975,Osmancik
3268,0.03619479885740927,0.8465931176508426,Osmancik
179,3.91586129252224,0.1739246627643626,Cammeo
1972,-0.36973365401209096,-0.5194989238277511,Osmancik
507,3.0723706849451826,0.47531795358939943,Cammeo
2098,-2.8496220890320805,0.9262928922001923,Osmancik
3727,-2.1987802089353474,-0.6448140005480807,Osmancik
782,1.7013919729633138,2.0526150678121717,Cammeo
1384,1.75134900823319,-0.43906916326721857,Cammeo
694,0.5858526687817117,1.4704732271338208,Cammeo
1438,0.8477473689056526,0.6921214318485813,Cammeo
1107,3.8840541764967007,-0.485019722724359,Cammeo
2234,-0.7733329529121945,1.757168766677242,Osmancik
963,2.130850842699431,-1.1806494599645763,Cammeo
3379,0.03582787042217259,0.39665996550324734,Osmancik
596,1.4371092217113541,0.33202066860694457,Cammeo
486,4.736769062363151,0.8957314527198244,Cammeo
1523,1.175982594618406,-0.5725051884181526,Cammeo
2,2.6597567109016884,-0.9138058484432184,Cammeo
1875,-3.7184187562032185,-0.07100990696362702,Osmancik
1129,2.9093376377307782,0.4279951971272467,Cammeo
1748,-2.250629783404955,0.12794664680283163,Osmancik
828,1.6625741086928165,-1.6555008353623544,Cammeo
1390,1.5677175192760038,-2.1913489583145283,Cammeo
3452,-0.060038835692049854,1.4834497805311602,Osmancik
2020,-3.477885714904092,0.13160335016613534,Osmancik
128,3.073667534611272,-0.189143025455356,Cammeo
1156,0.7132624148240587,0.45624291793001676,Cammeo
3396,1.014377625801095,0.572967713734531,Osmancik
900,1.5879748271088652,0.6661036707002694,Cammeo
3421,-1.5691446968002545,-1.8723425203697308,Osmancik
3522,-1.1792044927133822,-0.7097386886123833,Osmancik
775,-0.4214431024169271,-0.9492438532864771,Cammeo
808,1.5582891083651953,-0.08876441284246622,Cammeo
542,-0.34951061778506387,-1.5472925364465642,Cammeo
2594,-3.4515674050977556,-0.4742811004964048,Osmancik
2628,-1.2061098921191868,1.6162800663477415,Osmancik
1800,-0.8728360383150403,-1.1382276171617263,Osmancik
2674,-0.8768344190638411,0.623521377317088,Osmancik
3005,-3.97430755487895,-0.8089777062571194,Osmancik
2695,-1.1740153784970848,-0.3519675304726653,Osmancik
1682,-2.2262134498742077,1.3561004385277606,Osmancik
183,1.547759550190766,-0.4328545383491725,Cammeo
938,2.4496576401790797,1.0350382398810192,Cammeo
189,2.3520994270634707,0.32503465508709717,Cammeo
3687,-1.6608683685302836,0.8252258796730547,Osmancik
230,3.6055348250237866,0.5508645808314478,Cammeo
945,1.2408252109240665,-0.49807343184570935,Cammeo
706,1.7763237488028945,0.22689984486460596,Cammeo
563,5.076883865713611,1.5436800640935895,Cammeo
2155,-0.9163969158820956,0.8694609522537059,Osmancik
1854,-1.1154584098787013,-0.07867401850280276,Osmancik
730,3.0837269782302927,-1.4207491260687208,Cammeo
3352,-0.6675522670937384,0.9389035525340111,Osmancik
1756,-3.1435665881458363,1.5083996012685166,Osmancik
2990,-1.6440013770129414,0.7667754838816677,Osmancik
2626,-1.849396305593918,1.8624531631847818,Osmancik
2078,-1.19428764306849,1.5713264030280778,Osmancik
906,1.7604018002080994,-1.6048781416687008,Cammeo
2774,-2.0135708059711006,-1.1087521565750758,Osmancik
2187,-0.02351639316956992,0.12145324110079622,Osmancik
952,1.9436537818973527,0.2963351548338171,Cammeo
1987,-1.7156605912639213,3.1937691785253244,Osmancik
917,0.7818661362673863,-0.8401867287302497,Cammeo
1415,0.6539569337372383,-1.4751319695081149,Cammeo
307,3.5914806324113133,1.679798813833708,Cammeo
312,1.3544154912634283,-1.12355156231648,Cammeo
3001,-4.184726101329537,-0.4780212421814742,Osmancik
2694,1.367121750554715,-0.5388946498898591,Osmancik
3110,-0.1725360728229189,1.0206566362729779,Osmancik
1100,1.4304861079050457,0.13792632382625125,Cammeo
125,3.26026068750348,1.8909502654806272,Cammeo
3200,-1.4722074708042032,0.4013860314054648,Osmancik
1206,3.7518676223996263,0.7809888504893798,Cammeo
226,2.0669745159744544,0.27263025588945444,Cammeo
805,2.13249106230046,1.4184438752519355,Cammeo
635,3.5224720751503362,0.06498891732673939,Cammeo
413,1.685178068528064,-0.7435334481655841,Cammeo
3765,-1.2102424443377315,1.0334756601181478,Osmancik
1564,2.0907170406813482,-1.4420338744347405,Cammeo
492,0.24671726548552564,0.9412617326556253,Cammeo
2225,-1.0518460207295246,-0.1513189364452786,Osmancik
2643,-2.313340589432352,1.3895785603810908,Osmancik
281,4.998925012534156,0.39300828535539545,Cammeo
1445,2.0863054137166643,-0.22576835287914762,Cammeo
3021,-1.8885618658809102,-0.12418930234820996,Osmancik
1015,2.7561846730930437,-0.6832675988247545,Cammeo
983,1.970076388780851,-1.614922296925014,Cammeo
3376,-2.700743684617013,2.311906252879334,Osmancik
2909,-0.996249538212955,-1.0133532252121753,Osmancik
3070,-2.59251095923762,-0.05155657532460573,Osmancik
2106,-2.4168079841290635,-0.3692651345408505,Osmancik
269,1.371104163239307,1.1100760989074823,Cammeo
3531,-1.8371061526452064,-1.4426774102905635,Osmancik
2880,-1.0332110858285721,1.3972722365536023,Osmancik
3703,-3.2638724289689067,0.2312586657758328,Osmancik
1634,-1.2929404490146696,0.12770355386159601,Osmancik
2008,-0.5300922625382132,0.6868692208525997,Osmancik
2842,-0.7848982972442937,1.4400000662844452,Osmancik
3500,-0.7723244239008334,1.223662478190488,Osmancik
3116,-0.5284180235627948,1.7009831907956774,Osmancik
2999,-0.9056220848920483,-1.795180290186992,Osmancik
3274,-1.8231092269762217,0.6994061618758544,Osmancik
3697,-4.322241163853622,-0.3872775271112769,Osmancik
116,0.2847487475106089,-2.2974194880453624,Cammeo
2085,-0.20105767381846623,1.5618663152098822,Osmancik
1187,2.1921074111942187,-0.36102090160977035,Cammeo
288,0.5443818677375851,-1.9926816997387167,Cammeo
2977,-1.846082858033871,1.1313114493482692,Osmancik
2479,-0.07506916221484028,0.5008338639511732,Osmancik
1767,-2.526983572214524,0.8096261586155653,Osmancik
1941,-2.0553992962925967,1.6979467959256578,Osmancik
632,-0.6357443028613887,0.4385119660759154,Cammeo
1703,-1.9042893888125074,0.9494965461419128,Osmancik
1588,2.865311068755049,0.6200361805788281,Cammeo
3625,0.7882560444142918,1.0330277987102676,Osmancik
970,-0.26752662549062245,-2.877455202240349,Cammeo
449,1.790116555827259,-1.8066956067095878,Cammeo
1924,1.0498820878438175,1.7106918842930392,Osmancik
3408,2.0898195394682038,0.8419463314533834,Osmancik
2958,-1.1422919646715353,-0.10014422227470776,Osmancik
2243,-0.026837207033856468,0.8297416847835517,Osmancik
571,1.8390006743884384,-1.0492744395311393,Cammeo
568,-0.259269385291413,-0.7964949282641718,Cammeo
2232,-1.3207495204074495,1.1585688043468085,Osmancik
1655,-1.367686808771599,-0.14080076956738144,Osmancik
145,4.655423670397726,1.5990840209011024,Cammeo
3698,-0.10298493902834768,1.465997644202124,Osmancik
3568,-0.789491978176969,0.9730735613817121,Osmancik
303,2.7478996277434327,0.696490773650775,Cammeo
877,0.6563976284683412,-1.362058017499989,Cammeo
1420,0.3461013260666229,-1.8629221180487683,Cammeo
1099,0.9053985435208857,-0.4803835787539725,Cammeo
853,2.2593881570443624,2.3289325521146496,Cammeo
3609,-0.0026789963888319314,-0.8395703730225236,Osmancik
3204,-1.6219541713668755,0.10301861964094146,Osmancik
3439,-1.5035706634444037,2.4655005865480955,Osmancik
875,1.12050439212589,-1.5214250450703526,Cammeo
2830,-2.6136663204912387,1.0653294972212939,Osmancik
3348,-3.8729740972835964,1.0790831908548082,Osmancik
1565,2.449554657291304,-1.3565606610142729,Cammeo
855,4.055200208417285,-1.2217790209030563,Cammeo
3393,-3.0458372530240663,-0.9843939083412125,Osmancik
2950,-1.6848271812495086,0.14653090051503903,Osmancik
272,2.7714731749592585,0.03246153319910675,Cammeo
3209,-3.1457372440681697,-1.5505230096271339,Osmancik
3581,-2.5157972359246004,0.7763499173268548,Osmancik
772,5.5426075202509635,1.7932755620600824,Cammeo
1613,3.1038365029376243,-1.0271067836063588,Cammeo
1007,1.1863795599765743,-1.8885783156489664,Cammeo
2082,0.059260989046086544,0.6170212067832631,Osmancik
1909,-0.5644591741388074,0.6015711621523062,Osmancik
1240,2.9188137531357294,1.5827694689791652,Cammeo
3230,-1.6620421826916323,-1.2707291219192316,Osmancik
1882,-2.4389625705567712,-1.8385192131894965,Osmancik
1469,0.19896549375990405,-1.5000863244550053,Cammeo
1,2.4453378253221056,0.23064096403727702,Cammeo
1916,0.7277396974089513,-0.5414055556795486,Osmancik
1496,2.093823397091275,0.6029942194333155,Cammeo
2933,-1.9706165039728794,0.2199096269913035,Osmancik
2280,-0.5335754093704571,-1.4958614631053664,Osmancik
2638,-2.718150921767028,-0.2541145951020832,Osmancik
3267,-0.5520828686358515,-0.35710654905744105,Osmancik
141,2.133712524043109,0.11157529483141047,Cammeo
1178,2.362818373865691,1.4081683222432098,Cammeo
2313,-2.0495836144765036,0.4973796069883442,Osmancik
1704,-2.0541037437022265,1.1013601907145503,Osmancik
2790,-1.0292527821088289,0.3985905871013565,Osmancik
1145,1.4891702172980892,-1.0537260963058699,Cammeo
2385,-1.5768499217669045,-0.24818626051265502,Osmancik
3019,-1.403118649520441,1.7916017289264734,Osmancik
2384,-4.329273204733045,-1.084771081734689,Osmancik
521,-1.1026782063106328,-1.0304776599631555,Cammeo
3048,-1.6323374802523858,-3.3168958786116236,Osmancik
3215,-2.3591835255812454,-0.6362439614826849,Osmancik
2137,-1.1159087524866718,-0.7127637753474708,Osmancik
420,3.7701054965661114,0.7528944313506182,Cammeo
2283,-1.1779230004453995,-1.9897304752108995,Osmancik
2992,-1.8182207365217233,0.8719128722786428,Osmancik
609,2.3553557032481067,-0.49248886687762794,Cammeo
2033,-0.8186412369124799,-0.9351690986786503,Osmancik
1050,1.6372995681692857,0.40448789460494,Cammeo
1996,-2.2040279545343444,0.8967790749309791,Osmancik
3660,-0.7320960442537483,-1.7637766198394225,Osmancik
2831,-0.7546578422849706,1.8383936146360147,Osmancik
1456,-2.383974518801866,-0.25036707533302904,Cammeo
1790,-2.1545860358286224,-0.3645189263190777,Osmancik
3186,-2.0194567237868783,-0.8261314266452952,Osmancik
2374,-0.8891113870292283,1.0228726651804139,Osmancik
3534,-2.2453991388866545,-0.9357321320117816,Osmancik
380,2.355478006183336,-0.23005337097687775,Cammeo
390,1.5017709050259234,0.8988089158730193,Cammeo
1788,0.4999825582312778,0.12483862265609968,Osmancik
2510,0.33763745096105485,2.0356477953909953,Osmancik
3210,-1.1922745852724994,-0.5283961862968428,Osmancik
215,1.7962859625540346,0.11697631489567781,Cammeo
2601,-0.047264534993457556,0.6332616023963679,Osmancik
779,4.217264493116032,1.6289806765268868,Cammeo
3449,1.5619493606109613,-0.5257613750598313,Osmancik
2244,-0.7316166034530973,1.0204666215992013,Osmancik
3451,0.19417341519805886,0.9173925119716091,Osmancik
2185,-0.6049736333955561,1.627809456917585,Osmancik
463,1.28544130320154,-0.9474084186699265,Cammeo
1134,2.2352019043079907,-0.22750317151631647,Cammeo
